Probeset	ENTREZ	LocusLink	Symbol	IRIS_Most_Specific	Geneset_Tcell	Geneset_ELVIDGE_HIF1A_TARGETS_DN	Geneset_ccRCC	Geneset_Fuhrman	Geneset_Ascierto	Geneset_IMmotion150	Geneset_Merck18	Geneset_RIG1	Geneset_CM009	Geneset_Adenosine	Geneset_HALLMARK
151887_at	151887	LOC151887	CCDC80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
60494_at	60494	LOC60494	CCDC81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
79780_at	79780	LOC79780	CCDC82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
220047_at	220047	LOC220047	CCDC83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
338657_at	338657	LOC338657	CCDC84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
114800_at	114800	LOC114800	CCDC85A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
11007_at	11007	LOC11007	CCDC85B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
317762_at	317762	LOC317762	CCDC85C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
79080_at	79080	LOC79080	CCDC86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55231_at	55231	LOC55231	CCDC87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55704_at	55704	LOC55704	CCDC88A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
283234_at	283234	LOC283234	CCDC88B	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
440193_at	440193	LOC440193	CCDC88C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
220388_at	220388	LOC220388	CCDC89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
26093_at	26093	LOC26093	CCDC9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
60492_at	60492	LOC60492	CCDC90B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55297_at	55297	LOC55297	CCDC91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
80212_at	80212	LOC80212	CCDC92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
54520_at	54520	LOC54520	CCDC93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55702_at	55702	LOC55702	CCDC94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
257236_at	257236	LOC257236	CCDC96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
90324_at	90324	LOC90324	CCDC97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
196477_at	196477	LOC196477	CCER1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
54535_at	54535	LOC54535	CCHCR1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
881_at	881	LOC881	CCIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
885_at	885	LOC885	CCK	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
886_at	886	LOC886	CCKAR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
887_at	887	LOC887	CCKBR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6346_at	6346	LOC6346	CCL1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6356_at	6356	LOC6356	CCL11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6357_at	6357	LOC6357	CCL13	Dendritic Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6359_at	6359	LOC6359	CCL15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6360_at	6360	LOC6360	CCL16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6361_at	6361	LOC6361	CCL17	Dendritic Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6362_at	6362	LOC6362	CCL18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6363_at	6363	LOC6363	CCL19	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6347_at	6347	LOC6347	CCL2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	IFNG NA
6364_at	6364	LOC6364	CCL20	Multiple	NA	NA	NA	Up	NA	NA	NA	NA	NA	NA	NA NA
6366_at	6366	LOC6366	CCL21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6367_at	6367	LOC6367	CCL22	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6368_at	6368	LOC6368	CCL23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6369_at	6369	LOC6369	CCL24	Monocyte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6370_at	6370	LOC6370	CCL25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10344_at	10344	LOC10344	CCL26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10850_at	10850	LOC10850	CCL27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
56477_at	56477	LOC56477	CCL28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6348_at	6348	LOC6348	CCL3	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6351_at	6351	LOC6351	CCL4	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6352_at	6352	LOC6352	CCL5	Multiple	NA	NA	NA	NA	NA	NA	Merck_Up	NA	NA	NA	IFNG NA
6354_at	6354	LOC6354	CCL7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	IFNG NA
6355_at	6355	LOC6355	CCL8	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
83605_at	83605	LOC83605	CCM2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
140706_at	140706	LOC140706	CCM2L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8900_at	8900	LOC8900	CCNA1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
890_at	890	LOC890	CCNA2	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
891_at	891	LOC891	CCNB1	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
57820_at	57820	LOC57820	CCNB1IP1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9133_at	9133	LOC9133	CCNB2	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
85417_at	85417	LOC85417	CCNB3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
892_at	892	LOC892	CCNC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
595_at	595	LOC595	CCND1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
894_at	894	LOC894	CCND2	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
896_at	896	LOC896	CCND3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
23582_at	23582	LOC23582	CCNDBP1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
898_at	898	LOC898	CCNE1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9134_at	9134	LOC9134	CCNE2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
899_at	899	LOC899	CCNF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
900_at	900	LOC900	CCNG1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
901_at	901	LOC901	CCNG2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
902_at	902	LOC902	CCNH	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10983_at	10983	LOC10983	CCNI	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
645121_at	645121	LOC645121	CCNI2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
54619_at	54619	LOC54619	CCNJ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
79616_at	79616	LOC79616	CCNJL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8812_at	8812	LOC8812	CCNK	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
57018_at	57018	LOC57018	CCNL1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
81669_at	81669	LOC81669	CCNL2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10309_at	10309	LOC10309	CCNO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
904_at	904	LOC904	CCNT1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
905_at	905	LOC905	CCNT2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
100129961_at	100129961	LOC100129961	CCNT2-AS1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
219771_at	219771	LOC219771	CCNY	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
151195_at	151195	LOC151195	CCNYL1	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9738_at	9738	LOC9738	CCP110	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9236_at	9236	LOC9236	CCPG1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1230_at	1230	LOC1230	CCR1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
2826_at	2826	LOC2826	CCR10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
729230_at	729230	LOC729230	CCR2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1232_at	1232	LOC1232	CCR3	Neutrophil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1233_at	1233	LOC1233	CCR4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1234_at	1234	LOC1234	CCR5	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1235_at	1235	LOC1235	CCR6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1236_at	1236	LOC1236	CCR7	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1237_at	1237	LOC1237	CCR8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10803_at	10803	LOC10803	CCR9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9034_at	9034	LOC9034	CCRL2	Monocyte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA IFNA
25819_at	25819	LOC25819	CCRN4L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9973_at	9973	LOC9973	CCS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
126731_at	126731	LOC126731	CCSAP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
401145_at	401145	LOC401145	CCSER1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
54462_at	54462	LOC54462	CCSER2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10576_at	10576	LOC10576	CCT2	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
7203_at	7203	LOC7203	CCT3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10575_at	10575	LOC10575	CCT4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
22948_at	22948	LOC22948	CCT5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
908_at	908	LOC908	CCT6A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10693_at	10693	LOC10693	CCT6B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10574_at	10574	LOC10574	CCT7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10694_at	10694	LOC10694	CCT8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9398_at	9398	LOC9398	CD101	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
135228_at	135228	LOC135228	CD109	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
929_at	929	LOC929	CD14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nano	NA NA
977_at	977	LOC977	CD151	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
11126_at	11126	LOC11126	CD160	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9332_at	9332	LOC9332	CD163	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
283316_at	283316	LOC283316	CD163L1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8763_at	8763	LOC8763	CD164	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
388611_at	388611	LOC388611	CD164L2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
57126_at	57126	LOC57126	CD177	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4064_at	4064	LOC4064	CD180	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
930_at	930	LOC930	CD19	B Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
909_at	909	LOC909	CD1A	Dendritic Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
910_at	910	LOC910	CD1B	Dendritic Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
911_at	911	LOC911	CD1C	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
912_at	912	LOC912	CD1D	Monocyte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
913_at	913	LOC913	CD1E	Dendritic Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
914_at	914	LOC914	CD2	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4345_at	4345	LOC4345	CD200	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
131450_at	131450	LOC131450	CD200R1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
344807_at	344807	LOC344807	CD200R1L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
50489_at	50489	LOC50489	CD207	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
30835_at	30835	LOC30835	CD209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
933_at	933	LOC933	CD22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10666_at	10666	LOC10666	CD226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
51744_at	51744	LOC51744	CD244	NK Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
919_at	919	LOC919	CD247	Lymphoid	Tcell_Receptor	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
57124_at	57124	LOC57124	CD248	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
939_at	939	LOC939	CD27	Lymphoid	NA	NA	NA	NA	NA	NA	Merck_Up	NA	NA	NA	NA NA
29126_at	29126	LOC29126	CD274	Myeloid	NA	NA	ccrcc4.up	NA	NA	McDermott_Teff	Merck_Up	NA	NA	NA	IFNG NA
80381_at	80381	LOC80381	CD276	NA	NA	NA	NA	NA	NA	NA	Merck_Down	NA	NA	NA	NA NA
940_at	940	LOC940	CD28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
23607_at	23607	LOC23607	CD2AP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10421_at	10421	LOC10421	CD2BP2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
11314_at	11314	LOC11314	CD300A	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10871_at	10871	LOC10871	CD300C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
342510_at	342510	LOC342510	CD300E	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	RNAseq	NA NA
124599_at	124599	LOC124599	CD300LB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
100131439_at	100131439	LOC100131439	CD300LD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
146722_at	146722	LOC146722	CD300LF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
146894_at	146894	LOC146894	CD300LG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
51293_at	51293	LOC51293	CD320	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
945_at	945	LOC945	CD33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
947_at	947	LOC947	CD34	NA	NA	NA	NA	NA	NA	McDermott_Angio	NA	NA	NA	NA	NA NA
948_at	948	LOC948	CD36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
951_at	951	LOC951	CD37	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
952_at	952	LOC952	CD38	Multiple	NA	NA	ccrcc4.up	NA	NA	NA	NA	NA	NA	NA	IFNG NA
915_at	915	LOC915	CD3D	T Cell	Tcell_Receptor	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
916_at	916	LOC916	CD3E	T Cell	Tcell_Receptor	NA	NA	NA	NA	NA	NA	NA	CM009_up	NA	NA NA
10849_at	10849	LOC10849	CD3EAP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
917_at	917	LOC917	CD3G	T Cell	Tcell_Receptor	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
920_at	920	LOC920	CD4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
958_at	958	LOC958	CD40	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	IFNG NA
959_at	959	LOC959	CD40LG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
960_at	960	LOC960	CD44	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4179_at	4179	LOC4179	CD46	NA	NA	NA	NA	NA	DOWN	NA	NA	NA	NA	NA	NA NA
961_at	961	LOC961	CD47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA IFNA
962_at	962	LOC962	CD48	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
921_at	921	LOC921	CD5	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1043_at	1043	LOC1043	CD52	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
963_at	963	LOC963	CD53	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1604_at	1604	LOC1604	CD55	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
965_at	965	LOC965	CD58	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
966_at	966	LOC966	CD59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
922_at	922	LOC922	CD5L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
923_at	923	LOC923	CD6	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
967_at	967	LOC967	CD63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
968_at	968	LOC968	CD68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
969_at	969	LOC969	CD69	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	IFNG NA
924_at	924	LOC924	CD7	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
970_at	970	LOC970	CD70	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
971_at	971	LOC971	CD72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
972_at	972	LOC972	CD74	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	IFNG IFNA
973_at	973	LOC973	CD79A	B Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
974_at	974	LOC974	CD79B	B Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
941_at	941	LOC941	CD80	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
975_at	975	LOC975	CD81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3732_at	3732	LOC3732	CD82	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9308_at	9308	LOC9308	CD83	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8832_at	8832	LOC8832	CD84	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
942_at	942	LOC942	CD86	Dendritic Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nano	IFNG NA
925_at	925	LOC925	CD8A	T Cell	NA	NA	NA	NA	NA	McDermott_Teff	Merck_Up	NA	NA	NA	NA NA
926_at	926	LOC926	CD8B	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
928_at	928	LOC928	CD9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
22918_at	22918	LOC22918	CD93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	RNAseq	NA NA
10225_at	10225	LOC10225	CD96	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
976_at	976	LOC976	CD97	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4267_at	4267	LOC4267	CD99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
83692_at	83692	LOC83692	CD99L2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
978_at	978	LOC978	CDA	Neutrophil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
81602_at	81602	LOC81602	CDADC1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
146059_at	146059	LOC146059	CDAN1	NA	NA	NA	NA	NA	UP	NA	NA	NA	NA	NA	NA NA
8872_at	8872	LOC8872	CDC123	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8556_at	8556	LOC8556	CDC14A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8555_at	8555	LOC8555	CDC14B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8881_at	8881	LOC8881	CDC16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
991_at	991	LOC991	CDC20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
166979_at	166979	LOC166979	CDC20B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8697_at	8697	LOC8697	CDC23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
993_at	993	LOC993	CDC25A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
994_at	994	LOC994	CDC25B	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
995_at	995	LOC995	CDC25C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
996_at	996	LOC996	CDC27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
997_at	997	LOC997	CDC34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
11140_at	11140	LOC11140	CDC37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55664_at	55664	LOC55664	CDC37L1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
51362_at	51362	LOC51362	CDC40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
998_at	998	LOC998	CDC42	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8476_at	8476	LOC8476	CDC42BPA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9578_at	9578	LOC9578	CDC42BPB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55561_at	55561	LOC55561	CDC42BPG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
11135_at	11135	LOC11135	CDC42EP1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10435_at	10435	LOC10435	CDC42EP2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10602_at	10602	LOC10602	CDC42EP3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
23580_at	23580	LOC23580	CDC42EP4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
148170_at	148170	LOC148170	CDC42EP5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
56882_at	56882	LOC56882	CDC42SE1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
56990_at	56990	LOC56990	CDC42SE2	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8318_at	8318	LOC8318	CDC45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
988_at	988	LOC988	CDC5L	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
990_at	990	LOC990	CDC6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8317_at	8317	LOC8317	CDC7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
79577_at	79577	LOC79577	CDC73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
157313_at	157313	LOC157313	CDCA2	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
83461_at	83461	LOC83461	CDCA3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55038_at	55038	LOC55038	CDCA4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
113130_at	113130	LOC113130	CDCA5	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
83879_at	83879	LOC83879	CDCA7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55536_at	55536	LOC55536	CDCA7L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55143_at	55143	LOC55143	CDCA8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
